"" "probe.id" "gene.id" "p.value" "q.value" "log.fc" "test.stat"
"1775536_at" "1775536_at" "YLR061W" 5.50463005762899e-07 8.64290190657609e-06 -0.905526124814602 -14.7024167760111
"1771260_at" "1771260_at" "YPR005C" 5.51381058956719e-07 8.64489556998425e-06 1.88374435256965 14.6991899532032
"1775283_at" "1775283_at" "YGL016W" 5.57228041463661e-07 8.72405162910442e-06 -1.20447291640307 -14.6787792828034
"1776091_at" "1776091_at" "YOR340C" 5.59592596987982e-07 8.72998934533772e-06 -1.22095015765024 -14.6705933095563
"1769799_at" "1769799_at" "YJL134W" 5.59810857340999e-07 8.72998934533772e-06 -1.09762239656533 -14.6698396627909
"1771860_at" "1771860_at" "YAL005C" 5.6000389193647e-07 8.72998934533772e-06 1.94220446847855 14.6691733948753
"1778638_at" "1778638_at" "YGR046W" 5.61475796336391e-07 8.74046652758417e-06 1.06770756482203 14.6641015172007
"1776422_at" "1776422_at" "YCL038C" 5.63344215286481e-07 8.75707764530677e-06 1.07942806715653 14.6576848051163
"1772832_at" "1772832_at" "YFR009W" 5.65070060200035e-07 8.76376518760284e-06 -0.988498817497607 -14.6517789413565
"1769958_at" "1769958_at" "YMR135C" 5.6537833613287e-07 8.76376518760284e-06 1.03536041184156 14.6507261503364
"1772863_at" "1772863_at" "YMR053C" 5.69541736472085e-07 8.81579617020814e-06 1.99665584448335 14.6365705960535
"1777295_at" "1777295_at" "YDL111C" 5.72927752400728e-07 8.85566404276543e-06 -1.10308306210485 -14.6251435970898
"1774801_at" "1774801_at" "YOR184W" 5.76290433499321e-07 8.8950591204528e-06 -1.26108411485577 -14.6138701878226
"1779517_at" "1779517_at" "YKL221W" 5.78205495055269e-07 8.91203053591534e-06 3.02089177364346 14.6074829095953
"1771206_at" "1771206_at" "YKL165C" 5.83563405996172e-07 8.98194493060024e-06 -1.26748977408471 -14.5897382415449
"1774053_at" "1774053_at" "YBR271W" 5.94804438338492e-07 9.14208565705069e-06 -0.984414505500095 -14.5530970780183
"1776853_at" "1776853_at" "YMR230W" 6.03493651611039e-07 9.26261042809752e-06 -1.13449908136449 -14.525302874978
"1780217_at" "1780217_at" "YGR161C" 6.04696479487003e-07 9.2680548777475e-06 3.02616986569185 14.5214908347909
"1779912_at" "1779912_at" "YKL198C" 6.06524812140349e-07 9.28305762894921e-06 1.04978795709103 14.5157127092495
"1774478_at" "1774478_at" "YGL134W" 6.0885457779705e-07 9.303538100469e-06 1.03180754956064 14.5083781795404
"1773832_at" "1773832_at" "YKR060W" 6.09565636890172e-07 9.303538100469e-06 -1.22728074371692 -14.5061459129422
"1775540_at" "1775540_at" "YKL050C" 6.10555557195094e-07 9.30565011022035e-06 3.25857692713689 14.503043068202
"1774776_at" "1774776_at" "YPL148C" 6.13045700004555e-07 9.33058970703312e-06 1.14332638299544 14.4952627895032
"1776161_at" "1776161_at" "YDR358W" 6.15103893153124e-07 9.34561384653011e-06 1.30816879244928 14.48885885773
"1772317_at" "1772317_at" "YGR264C" 6.15743225613258e-07 9.34561384653011e-06 -1.34432420114875 -14.4868745157617
"1773063_at" "1773063_at" "YMR304W" 6.20931093296791e-07 9.41128292308922e-06 1.57302911390583 14.4708576538797
"1770780_at" "1770780_at" "YCL037C" 6.29619322009045e-07 9.52975062453579e-06 -1.95674674729108 -14.4443676757235
"1779394_at" "1779394_at" "YDL027C" 6.31086708324426e-07 9.5387490298331e-06 1.34098624057496 14.4399342347392
"1769890_at" "1769890_at" "YMR131C" 6.35761509703333e-07 9.59613505253871e-06 -1.0585798912368 -14.4258870038314
"1773660_at" "1773660_at" "YEL060C" 6.36720002891052e-07 9.59734647116333e-06 2.25008480553545 14.4230211776449
"1769550_at" "1769550_at" "YHR197W" 6.54679631245285e-07 9.85446144662325e-06 -1.2402903372321 -14.3702019442069
"1778183_at" "1778183_at" "YOR328W" 6.56341685972892e-07 9.86588988213447e-06 2.21782472378474 14.3653963122847
"1774952_at" "1774952_at" "YLR092W" 6.62901658426608e-07 9.9508095100082e-06 -0.922483812506298 -14.3465614974454
"1773829_at" "1773829_at" "YDL247W" 6.64491656513683e-07 9.96099426938481e-06 1.34175352567519 14.3420278522474
"1770166_at" "1770166_at" "YHR097C" 6.6770342527081e-07 9.98904321013743e-06 2.17713785586648 14.3329070199351
"1776948_at" "1776948_at" "YGL037C" 6.68190939477531e-07 9.98904321013743e-06 2.29583417162381 14.3315268779106
"1772248_at" "1772248_at" "YGL225W" 6.6936770532698e-07 9.99296486859732e-06 -1.26961203841881 -14.3282001344174
